question_id,question,expected,response,correct,gold_position
item_0048,Who announced the nominations for the 78th BAFTA Film Awards?,Mia McKenna-Bruce and Will Sharpe,Mia McKenna-Bruce and Will Sharpe.,True,5
item_0048,Who announced the nominations for the 78th BAFTA Film Awards?,Mia McKenna-Bruce and Will Sharpe,Mia McKenna-Bruce and Will Sharpe.,True,10
item_0048,Who announced the nominations for the 78th BAFTA Film Awards?,Mia McKenna-Bruce and Will Sharpe,Mia McKenna-Bruce and Will Sharpe.,True,15
item_0048,Who announced the nominations for the 78th BAFTA Film Awards?,Mia McKenna-Bruce and Will Sharpe,Naomi Ackie and Kingsley Ben-Adir.,False,20
item_0048,Who announced the nominations for the 78th BAFTA Film Awards?,Mia McKenna-Bruce and Will Sharpe,Mia McKenna-Bruce and Will Sharpe.,True,25
item_0048,Who announced the nominations for the 78th BAFTA Film Awards?,Mia McKenna-Bruce and Will Sharpe,Mia McKenna-Bruce and Will Sharpe.,True,30
item_0049,"Which Take That song was performed at the 78th BAFTA ceremony, having featured prominently in the nominee Anora?",Greatest Day,Greatest Day,True,1
item_0049,"Which Take That song was performed at the 78th BAFTA ceremony, having featured prominently in the nominee Anora?",Greatest Day,"""Greatest Day""",True,5
item_0049,"Which Take That song was performed at the 78th BAFTA ceremony, having featured prominently in the nominee Anora?",Greatest Day,Greatest Day,True,10
item_0049,"Which Take That song was performed at the 78th BAFTA ceremony, having featured prominently in the nominee Anora?",Greatest Day,"""Greatest Day""",True,15
item_0049,"Which Take That song was performed at the 78th BAFTA ceremony, having featured prominently in the nominee Anora?",Greatest Day,"""Greatest Day""",True,20
item_0049,"Which Take That song was performed at the 78th BAFTA ceremony, having featured prominently in the nominee Anora?",Greatest Day,"""Greatest Day""",True,25
item_0049,"Which Take That song was performed at the 78th BAFTA ceremony, having featured prominently in the nominee Anora?",Greatest Day,Greatest Day,True,30
item_0050,Who became the youngest nominee in Grammy Awards history at the 66th ceremony?,Hazel,Hazel,True,1
item_0050,Who became the youngest nominee in Grammy Awards history at the 66th ceremony?,Hazel,"Hazel, Victoria Monét's 2-year-old daughter.",True,5
item_0050,Who became the youngest nominee in Grammy Awards history at the 66th ceremony?,Hazel,"Monét's 2-year-old daughter, Hazel.",True,10
item_0050,Who became the youngest nominee in Grammy Awards history at the 66th ceremony?,Hazel,I don't know.,False,15
item_0050,Who became the youngest nominee in Grammy Awards history at the 66th ceremony?,Hazel,I don't know.,False,20
item_0050,Who became the youngest nominee in Grammy Awards history at the 66th ceremony?,Hazel,I don't know.,False,25
item_0050,Who became the youngest nominee in Grammy Awards history at the 66th ceremony?,Hazel,I don't know.,False,30
item_0051,Who won the inaugural Best African Performance award at the 66th Grammy Awards?,Tyla,I don't know.,False,1
item_0051,Who won the inaugural Best African Performance award at the 66th Grammy Awards?,Tyla,I don't know.,False,5
item_0051,Who won the inaugural Best African Performance award at the 66th Grammy Awards?,Tyla,I don't know.,False,10
item_0051,Who won the inaugural Best African Performance award at the 66th Grammy Awards?,Tyla,I don't know.,False,15
item_0051,Who won the inaugural Best African Performance award at the 66th Grammy Awards?,Tyla,I don't know.,False,20
item_0051,Who won the inaugural Best African Performance award at the 66th Grammy Awards?,Tyla,Tyla,True,25
item_0051,Who won the inaugural Best African Performance award at the 66th Grammy Awards?,Tyla,I don't know.,False,30
item_0052,Which band became the first female-fronted rock band to win the Grammy Award for Best Rock Album?,Paramore,Paramore,True,1
item_0052,Which band became the first female-fronted rock band to win the Grammy Award for Best Rock Album?,Paramore,Paramore,True,5
item_0052,Which band became the first female-fronted rock band to win the Grammy Award for Best Rock Album?,Paramore,Paramore,True,10
item_0052,Which band became the first female-fronted rock band to win the Grammy Award for Best Rock Album?,Paramore,Paramore,True,15
item_0052,Which band became the first female-fronted rock band to win the Grammy Award for Best Rock Album?,Paramore,Paramore,True,20
item_0052,Which band became the first female-fronted rock band to win the Grammy Award for Best Rock Album?,Paramore,Paramore,True,25
item_0052,Which band became the first female-fronted rock band to win the Grammy Award for Best Rock Album?,Paramore,Paramore,True,30
item_0053,How many total categories were there at the 66th Annual Grammy Awards?,94,94,True,1
item_0053,How many total categories were there at the 66th Annual Grammy Awards?,94,94,True,5
item_0053,How many total categories were there at the 66th Annual Grammy Awards?,94,There were 11 categories at the 66th Annual Grammy Awards.,False,10
item_0053,How many total categories were there at the 66th Annual Grammy Awards?,94,There were 94 categories at the 66th Annual Grammy Awards.,True,15
item_0053,How many total categories were there at the 66th Annual Grammy Awards?,94,There were 94 categories at the 66th Annual Grammy Awards.,True,20
item_0053,How many total categories were there at the 66th Annual Grammy Awards?,94,94,True,25
item_0053,How many total categories were there at the 66th Annual Grammy Awards?,94,There were 94 categories total at the 66th Annual Grammy Awards.,True,30
item_0054,What album did Taylor Swift announce while accepting her Best Pop Vocal Album award at the 66th Grammys?,The Tortured Poets Department,The Tortured Poets Department,True,1
item_0054,What album did Taylor Swift announce while accepting her Best Pop Vocal Album award at the 66th Grammys?,The Tortured Poets Department,The Tortured Poets Department,True,5
item_0054,What album did Taylor Swift announce while accepting her Best Pop Vocal Album award at the 66th Grammys?,The Tortured Poets Department,The Tortured Poets Department,True,10
item_0054,What album did Taylor Swift announce while accepting her Best Pop Vocal Album award at the 66th Grammys?,The Tortured Poets Department,The Tortured Poets Department,True,15
item_0054,What album did Taylor Swift announce while accepting her Best Pop Vocal Album award at the 66th Grammys?,The Tortured Poets Department,The Tortured Poets Department,True,20
item_0054,What album did Taylor Swift announce while accepting her Best Pop Vocal Album award at the 66th Grammys?,The Tortured Poets Department,The Tortured Poets Department,True,25
item_0054,What album did Taylor Swift announce while accepting her Best Pop Vocal Album award at the 66th Grammys?,The Tortured Poets Department,The Tortured Poets Department,True,30
item_0055,Who hosted the Premiere ceremony at the 66th Annual Grammy Awards?,Justin Tranter,I don't know.,False,1
item_0055,Who hosted the Premiere ceremony at the 66th Annual Grammy Awards?,Justin Tranter,Justin Tranter,True,5
item_0055,Who hosted the Premiere ceremony at the 66th Annual Grammy Awards?,Justin Tranter,I don't know.,False,10
item_0055,Who hosted the Premiere ceremony at the 66th Annual Grammy Awards?,Justin Tranter,I don't know.,False,15
item_0055,Who hosted the Premiere ceremony at the 66th Annual Grammy Awards?,Justin Tranter,Justin Tranter,True,20
item_0055,Who hosted the Premiere ceremony at the 66th Annual Grammy Awards?,Justin Tranter,I don't know.,False,25
item_0055,Who hosted the Premiere ceremony at the 66th Annual Grammy Awards?,Justin Tranter,Justin Tranter,True,30
item_0056,Which engineer extended his record with a fifth Album of the Year-category award at the 66th Grammys?,Serban Ghenea,I don't know.,False,1
item_0056,Which engineer extended his record with a fifth Album of the Year-category award at the 66th Grammys?,Serban Ghenea,I don't know.,False,5
item_0056,Which engineer extended his record with a fifth Album of the Year-category award at the 66th Grammys?,Serban Ghenea,I don't know.,False,10
item_0056,Which engineer extended his record with a fifth Album of the Year-category award at the 66th Grammys?,Serban Ghenea,I don't know.,False,15
item_0056,Which engineer extended his record with a fifth Album of the Year-category award at the 66th Grammys?,Serban Ghenea,I don't know.,False,20
item_0056,Which engineer extended his record with a fifth Album of the Year-category award at the 66th Grammys?,Serban Ghenea,I don't know.,False,25
item_0056,Which engineer extended his record with a fifth Album of the Year-category award at the 66th Grammys?,Serban Ghenea,I don't know.,False,30
item_0057,Which artist performed at the Grammys from their residency at Sphere in Las Vegas?,U2,U2,True,1
item_0057,Which artist performed at the Grammys from their residency at Sphere in Las Vegas?,U2,U2,True,5
item_0057,Which artist performed at the Grammys from their residency at Sphere in Las Vegas?,U2,U2,True,10
item_0057,Which artist performed at the Grammys from their residency at Sphere in Las Vegas?,U2,U2,True,15
item_0057,Which artist performed at the Grammys from their residency at Sphere in Las Vegas?,U2,U2,True,20
item_0057,Which artist performed at the Grammys from their residency at Sphere in Las Vegas?,U2,U2,True,25
item_0057,Which artist performed at the Grammys from their residency at Sphere in Las Vegas?,U2,U2,True,30
item_0058,Who received the MusiCares Person of the Year award at the 66th Grammy Awards?,Jon Bon Jovi,I don't know.,False,1
item_0058,Who received the MusiCares Person of the Year award at the 66th Grammy Awards?,Jon Bon Jovi,I don't know.,False,5
item_0058,Who received the MusiCares Person of the Year award at the 66th Grammy Awards?,Jon Bon Jovi,I don't know.,False,10
item_0058,Who received the MusiCares Person of the Year award at the 66th Grammy Awards?,Jon Bon Jovi,I don't know.,False,15
item_0058,Who received the MusiCares Person of the Year award at the 66th Grammy Awards?,Jon Bon Jovi,I don't know.,False,20
item_0058,Who received the MusiCares Person of the Year award at the 66th Grammy Awards?,Jon Bon Jovi,I don't know.,False,25
item_0058,Who received the MusiCares Person of the Year award at the 66th Grammy Awards?,Jon Bon Jovi,I don't know.,False,30
item_0059,Which IBM generative AI tool was used to generate editorial content around nominees at the 66th Grammy Awards?,Watsonx,I don't know.,False,1
item_0059,Which IBM generative AI tool was used to generate editorial content around nominees at the 66th Grammy Awards?,Watsonx,Watsonx,True,5
item_0059,Which IBM generative AI tool was used to generate editorial content around nominees at the 66th Grammy Awards?,Watsonx,Watsonx,True,10
item_0059,Which IBM generative AI tool was used to generate editorial content around nominees at the 66th Grammy Awards?,Watsonx,I don't know.,False,15
item_0059,Which IBM generative AI tool was used to generate editorial content around nominees at the 66th Grammy Awards?,Watsonx,I don't know.,False,20
item_0059,Which IBM generative AI tool was used to generate editorial content around nominees at the 66th Grammy Awards?,Watsonx,I don't know.,False,25
item_0059,Which IBM generative AI tool was used to generate editorial content around nominees at the 66th Grammy Awards?,Watsonx,I don't know.,False,30
item_0060,"Which song tied with 'Up, Up and Away' to become the joint-most decorated song in Grammy history?",Not Like Us,"""Not Like Us""",True,1
item_0060,"Which song tied with 'Up, Up and Away' to become the joint-most decorated song in Grammy history?",Not Like Us,"""Not Like Us"" by Kendrick Lamar.",True,5
item_0060,"Which song tied with 'Up, Up and Away' to become the joint-most decorated song in Grammy history?",Not Like Us,"""Not Like Us"" by Kendrick Lamar.",True,10
item_0060,"Which song tied with 'Up, Up and Away' to become the joint-most decorated song in Grammy history?",Not Like Us,"""Not Like Us"" by Kendrick Lamar.",True,15
item_0060,"Which song tied with 'Up, Up and Away' to become the joint-most decorated song in Grammy history?",Not Like Us,"""Not Like Us"" by Kendrick Lamar",True,20
item_0060,"Which song tied with 'Up, Up and Away' to become the joint-most decorated song in Grammy history?",Not Like Us,"""Not Like Us"" by Kendrick Lamar.",True,25
item_0060,"Which song tied with 'Up, Up and Away' to become the joint-most decorated song in Grammy history?",Not Like Us,"""Not Like Us"" by Kendrick Lamar.",True,30
item_0061,Who won Best New Artist at the 67th Annual Grammy Awards?,Chappell Roan,Victoria Monét,False,1
item_0061,Who won Best New Artist at the 67th Annual Grammy Awards?,Chappell Roan,Victoria Monét,False,5
item_0061,Who won Best New Artist at the 67th Annual Grammy Awards?,Chappell Roan,Chappell Roan,True,10
item_0061,Who won Best New Artist at the 67th Annual Grammy Awards?,Chappell Roan,Chappell Roan,True,15
item_0061,Who won Best New Artist at the 67th Annual Grammy Awards?,Chappell Roan,I don't know.,False,20
item_0061,Who won Best New Artist at the 67th Annual Grammy Awards?,Chappell Roan,Chappell Roan,True,25
item_0061,Who won Best New Artist at the 67th Annual Grammy Awards?,Chappell Roan,Chappell Roan,True,30
item_0062,"Who swept the American roots categories at the 67th Grammys, winning all four nominations?",Sierra Ferrell,Sierra Ferrell,True,1
item_0062,"Who swept the American roots categories at the 67th Grammys, winning all four nominations?",Sierra Ferrell,Sierra Ferrell,True,5
item_0062,"Who swept the American roots categories at the 67th Grammys, winning all four nominations?",Sierra Ferrell,Sierra Ferrell,True,10
item_0062,"Who swept the American roots categories at the 67th Grammys, winning all four nominations?",Sierra Ferrell,Sierra Ferrell,True,15
item_0062,"Who swept the American roots categories at the 67th Grammys, winning all four nominations?",Sierra Ferrell,Sierra Ferrell,True,20
item_0062,"Who swept the American roots categories at the 67th Grammys, winning all four nominations?",Sierra Ferrell,Sierra Ferrell,True,25
item_0062,"Who swept the American roots categories at the 67th Grammys, winning all four nominations?",Sierra Ferrell,Sierra Ferrell,True,30
item_0063,What was the title of the Best Rap Album winner by Doechii at the 67th Grammy Awards?,Alligator Bites Never Heal,Alligator Bites Never Heal,True,1
item_0063,What was the title of the Best Rap Album winner by Doechii at the 67th Grammy Awards?,Alligator Bites Never Heal,I don't know.,False,5
item_0063,What was the title of the Best Rap Album winner by Doechii at the 67th Grammy Awards?,Alligator Bites Never Heal,I don't know.,False,10
item_0063,What was the title of the Best Rap Album winner by Doechii at the 67th Grammy Awards?,Alligator Bites Never Heal,Alligator Bites Never Heal,True,15
item_0063,What was the title of the Best Rap Album winner by Doechii at the 67th Grammy Awards?,Alligator Bites Never Heal,Alligator Bites Never Heal,True,20
item_0063,What was the title of the Best Rap Album winner by Doechii at the 67th Grammy Awards?,Alligator Bites Never Heal,Alligator Bites Never Heal,True,25
item_0063,What was the title of the Best Rap Album winner by Doechii at the 67th Grammy Awards?,Alligator Bites Never Heal,Alligator Bites Never Heal,True,30
item_0064,Which small business was featured with Doja Cat in a wildfire-relief commercial during the 67th Grammy Awards broadcast?,Orla Floral Studio,Orla Floral Studio of Altadena,True,1
item_0064,Which small business was featured with Doja Cat in a wildfire-relief commercial during the 67th Grammy Awards broadcast?,Orla Floral Studio,Orla Floral Studio of Altadena,True,5
item_0064,Which small business was featured with Doja Cat in a wildfire-relief commercial during the 67th Grammy Awards broadcast?,Orla Floral Studio,Orla Floral Studio of Altadena,True,10
item_0064,Which small business was featured with Doja Cat in a wildfire-relief commercial during the 67th Grammy Awards broadcast?,Orla Floral Studio,Orla Floral Studio of Altadena,True,15
item_0064,Which small business was featured with Doja Cat in a wildfire-relief commercial during the 67th Grammy Awards broadcast?,Orla Floral Studio,Orla Floral Studio of Altadena,True,20
item_0064,Which small business was featured with Doja Cat in a wildfire-relief commercial during the 67th Grammy Awards broadcast?,Orla Floral Studio,Orla Floral Studio of Altadena,True,25
item_0064,Which small business was featured with Doja Cat in a wildfire-relief commercial during the 67th Grammy Awards broadcast?,Orla Floral Studio,Orla Floral Studio of Altadena,True,30
item_0065,Which Beatles song became the first AI-assisted production to be nominated for a Grammy?,Now and Then,"""Now and Then""",True,1
item_0065,Which Beatles song became the first AI-assisted production to be nominated for a Grammy?,Now and Then,"""Now and Then""",True,5
item_0065,Which Beatles song became the first AI-assisted production to be nominated for a Grammy?,Now and Then,"""Now and Then""",True,10
item_0065,Which Beatles song became the first AI-assisted production to be nominated for a Grammy?,Now and Then,"""Now and Then""",True,15
item_0065,Which Beatles song became the first AI-assisted production to be nominated for a Grammy?,Now and Then,"""Now and Then""",True,20
item_0065,Which Beatles song became the first AI-assisted production to be nominated for a Grammy?,Now and Then,"""Now and Then""",True,25
item_0065,Which Beatles song became the first AI-assisted production to be nominated for a Grammy?,Now and Then,"""Now and Then""",True,30
item_0066,What was Beyoncé's career total of Grammy nominations after the 67th ceremony announcements?,99,99 nominations,True,1
item_0066,What was Beyoncé's career total of Grammy nominations after the 67th ceremony announcements?,99,99,True,5
item_0066,What was Beyoncé's career total of Grammy nominations after the 67th ceremony announcements?,99,99 nominations,True,10
item_0066,What was Beyoncé's career total of Grammy nominations after the 67th ceremony announcements?,99,99 nominations,True,15
item_0066,What was Beyoncé's career total of Grammy nominations after the 67th ceremony announcements?,99,99 nominations,True,20
item_0066,What was Beyoncé's career total of Grammy nominations after the 67th ceremony announcements?,99,99 nominations,True,25
item_0066,What was Beyoncé's career total of Grammy nominations after the 67th ceremony announcements?,99,99,True,30
item_0067,Which album by Anitta became the first funk carioca album nominated for a Grammy?,Funk Generation,Funk Generation,True,1
item_0067,Which album by Anitta became the first funk carioca album nominated for a Grammy?,Funk Generation,I don't know.,False,5
item_0067,Which album by Anitta became the first funk carioca album nominated for a Grammy?,Funk Generation,I don't know.,False,10
item_0067,Which album by Anitta became the first funk carioca album nominated for a Grammy?,Funk Generation,I don't know.,False,15
item_0067,Which album by Anitta became the first funk carioca album nominated for a Grammy?,Funk Generation,I don't know.,False,20
item_0067,Which album by Anitta became the first funk carioca album nominated for a Grammy?,Funk Generation,I don't know.,False,25
item_0067,Which album by Anitta became the first funk carioca album nominated for a Grammy?,Funk Generation,Funk Generation,True,30
item_0068,Which American psychedelic rock keyboardist and Iron Butterfly member died in May 2024?,Doug Ingle,Doug Ingle,True,1
item_0068,Which American psychedelic rock keyboardist and Iron Butterfly member died in May 2024?,Doug Ingle,Doug Ingle,True,5
item_0068,Which American psychedelic rock keyboardist and Iron Butterfly member died in May 2024?,Doug Ingle,Doug Ingle,True,10
item_0068,Which American psychedelic rock keyboardist and Iron Butterfly member died in May 2024?,Doug Ingle,John Hawken,False,15
item_0068,Which American psychedelic rock keyboardist and Iron Butterfly member died in May 2024?,Doug Ingle,Doug Ingle,True,20
item_0068,Which American psychedelic rock keyboardist and Iron Butterfly member died in May 2024?,Doug Ingle,Doug Ingle,True,25
item_0068,Which American psychedelic rock keyboardist and Iron Butterfly member died in May 2024?,Doug Ingle,Doug Ingle,True,30
item_0069,"At what age did Glynis Johns, the British musical theatre actress and singer, die in January 2024?",100,100,True,1
item_0069,"At what age did Glynis Johns, the British musical theatre actress and singer, die in January 2024?",100,I don't know.,False,5
item_0069,"At what age did Glynis Johns, the British musical theatre actress and singer, die in January 2024?",100,100,True,10
item_0069,"At what age did Glynis Johns, the British musical theatre actress and singer, die in January 2024?",100,100,True,15
item_0069,"At what age did Glynis Johns, the British musical theatre actress and singer, die in January 2024?",100,100,True,20
item_0069,"At what age did Glynis Johns, the British musical theatre actress and singer, die in January 2024?",100,100,True,25
item_0069,"At what age did Glynis Johns, the British musical theatre actress and singer, die in January 2024?",100,100,True,30
item_0070,Which former One Direction member died in October 2024 at the age of 31?,Liam Payne,I don't know.,False,1
item_0070,Which former One Direction member died in October 2024 at the age of 31?,Liam Payne,Liam Payne,True,5
item_0070,Which former One Direction member died in October 2024 at the age of 31?,Liam Payne,Liam Payne,True,10
item_0070,Which former One Direction member died in October 2024 at the age of 31?,Liam Payne,Liam Payne,True,15
item_0070,Which former One Direction member died in October 2024 at the age of 31?,Liam Payne,I don't know.,False,20
item_0070,Which former One Direction member died in October 2024 at the age of 31?,Liam Payne,I don't know.,False,25
item_0070,Which former One Direction member died in October 2024 at the age of 31?,Liam Payne,Liam Payne,True,30
item_0071,Which Grateful Dead bassist died in October 2024?,Phil Lesh,I don't know.,False,1
item_0071,Which Grateful Dead bassist died in October 2024?,Phil Lesh,I don't know.,False,5
item_0071,Which Grateful Dead bassist died in October 2024?,Phil Lesh,Phil Lesh,True,10
item_0071,Which Grateful Dead bassist died in October 2024?,Phil Lesh,I don't know.,False,15
item_0071,Which Grateful Dead bassist died in October 2024?,Phil Lesh,I don't know.,False,20
item_0071,Which Grateful Dead bassist died in October 2024?,Phil Lesh,I don't know.,False,25
item_0071,Which Grateful Dead bassist died in October 2024?,Phil Lesh,Phil Lesh,True,30
item_0072,"Which American record producer, songwriter, arranger, and jazz trumpeter died on November 3, 2024 at age 91?",Quincy Jones,Quincy Jones,True,1
item_0072,"Which American record producer, songwriter, arranger, and jazz trumpeter died on November 3, 2024 at age 91?",Quincy Jones,Quincy Jones,True,5
item_0072,"Which American record producer, songwriter, arranger, and jazz trumpeter died on November 3, 2024 at age 91?",Quincy Jones,Quincy Jones,True,10
item_0072,"Which American record producer, songwriter, arranger, and jazz trumpeter died on November 3, 2024 at age 91?",Quincy Jones,Quincy Jones,True,15
item_0072,"Which American record producer, songwriter, arranger, and jazz trumpeter died on November 3, 2024 at age 91?",Quincy Jones,Quincy Jones,True,20
item_0072,"Which American record producer, songwriter, arranger, and jazz trumpeter died on November 3, 2024 at age 91?",Quincy Jones,Quincy Jones,True,25
item_0072,"Which American record producer, songwriter, arranger, and jazz trumpeter died on November 3, 2024 at age 91?",Quincy Jones,Quincy Jones,True,30
item_0073,Which South Korean record producer died in February 2024 at the age of 40?,Shinsadong Tiger,Shinsadong Tiger,True,1
item_0073,Which South Korean record producer died in February 2024 at the age of 40?,Shinsadong Tiger,Shinsadong Tiger,True,5
item_0073,Which South Korean record producer died in February 2024 at the age of 40?,Shinsadong Tiger,I don't know.,False,10
item_0073,Which South Korean record producer died in February 2024 at the age of 40?,Shinsadong Tiger,I don't know.,False,15
item_0073,Which South Korean record producer died in February 2024 at the age of 40?,Shinsadong Tiger,Shinsadong Tiger,True,20
item_0073,Which South Korean record producer died in February 2024 at the age of 40?,Shinsadong Tiger,I don't know.,False,25
item_0073,Which South Korean record producer died in February 2024 at the age of 40?,Shinsadong Tiger,Shinsadong Tiger,True,30
item_0074,"Which American post-hardcore musician and record producer, known for Big Black and Shellac, died in May 2024?",Steve Albini,Steve Albini,True,1
item_0074,"Which American post-hardcore musician and record producer, known for Big Black and Shellac, died in May 2024?",Steve Albini,Steve Albini,True,5
item_0074,"Which American post-hardcore musician and record producer, known for Big Black and Shellac, died in May 2024?",Steve Albini,Steve Albini,True,10
item_0074,"Which American post-hardcore musician and record producer, known for Big Black and Shellac, died in May 2024?",Steve Albini,Steve Albini,True,15
item_0074,"Which American post-hardcore musician and record producer, known for Big Black and Shellac, died in May 2024?",Steve Albini,Steve Albini,True,20
item_0074,"Which American post-hardcore musician and record producer, known for Big Black and Shellac, died in May 2024?",Steve Albini,Steve Albini,True,25
item_0074,"Which American post-hardcore musician and record producer, known for Big Black and Shellac, died in May 2024?",Steve Albini,Steve Albini,True,30
item_0075,"Which French pop and yé-yé singer-songwriter died on June 11, 2024?",Françoise Hardy,Françoise Hardy,True,1
item_0075,"Which French pop and yé-yé singer-songwriter died on June 11, 2024?",Françoise Hardy,Françoise Hardy,True,5
item_0075,"Which French pop and yé-yé singer-songwriter died on June 11, 2024?",Françoise Hardy,Françoise Hardy,True,10
item_0075,"Which French pop and yé-yé singer-songwriter died on June 11, 2024?",Françoise Hardy,Françoise Hardy,True,15
item_0075,"Which French pop and yé-yé singer-songwriter died on June 11, 2024?",Françoise Hardy,Françoise Hardy,True,20
item_0075,"Which French pop and yé-yé singer-songwriter died on June 11, 2024?",Françoise Hardy,Françoise Hardy,True,25
item_0075,"Which French pop and yé-yé singer-songwriter died on June 11, 2024?",Françoise Hardy,Françoise Hardy,True,30
item_0076,"Which Indian classical and jazz fusion tabla player died on December 15, 2024?",Zakir Hussain,I don't know.,False,1
item_0076,"Which Indian classical and jazz fusion tabla player died on December 15, 2024?",Zakir Hussain,Zakir Hussain,True,5
item_0076,"Which Indian classical and jazz fusion tabla player died on December 15, 2024?",Zakir Hussain,I don't know.,False,10
item_0076,"Which Indian classical and jazz fusion tabla player died on December 15, 2024?",Zakir Hussain,I don't know.,False,15
item_0076,"Which Indian classical and jazz fusion tabla player died on December 15, 2024?",Zakir Hussain,I don't know.,False,20
item_0076,"Which Indian classical and jazz fusion tabla player died on December 15, 2024?",Zakir Hussain,I don't know.,False,25
item_0076,"Which Indian classical and jazz fusion tabla player died on December 15, 2024?",Zakir Hussain,Zakir Hussain,True,30
item_0077,Which My Chemical Romance drummer was found dead in November 2024 at the age of 44?,Bob Bryar,Bob Bryar,True,1
item_0077,Which My Chemical Romance drummer was found dead in November 2024 at the age of 44?,Bob Bryar,Bob Bryar,True,5
item_0077,Which My Chemical Romance drummer was found dead in November 2024 at the age of 44?,Bob Bryar,Bob Bryar,True,10
item_0077,Which My Chemical Romance drummer was found dead in November 2024 at the age of 44?,Bob Bryar,Bob Bryar,True,15
item_0077,Which My Chemical Romance drummer was found dead in November 2024 at the age of 44?,Bob Bryar,Bob Bryar,True,20
item_0077,Which My Chemical Romance drummer was found dead in November 2024 at the age of 44?,Bob Bryar,Bob Bryar,True,25
item_0077,Which My Chemical Romance drummer was found dead in November 2024 at the age of 44?,Bob Bryar,Bob Bryar,True,30
item_0078,Which film surpassed The Lion King to become the highest-grossing animated film of all time in 2024?,Inside Out 2,Inside Out 2,True,1
item_0078,Which film surpassed The Lion King to become the highest-grossing animated film of all time in 2024?,Inside Out 2,Inside Out 2,True,5
item_0078,Which film surpassed The Lion King to become the highest-grossing animated film of all time in 2024?,Inside Out 2,Inside Out 2,True,10
item_0078,Which film surpassed The Lion King to become the highest-grossing animated film of all time in 2024?,Inside Out 2,I don't know.,False,15
item_0078,Which film surpassed The Lion King to become the highest-grossing animated film of all time in 2024?,Inside Out 2,I don't know.,False,20
item_0078,Which film surpassed The Lion King to become the highest-grossing animated film of all time in 2024?,Inside Out 2,Inside Out 2,True,25
item_0078,Which film surpassed The Lion King to become the highest-grossing animated film of all time in 2024?,Inside Out 2,I don't know.,False,30
item_0079,Which film became the highest-grossing unrated film of all time in 2024?,Terrifier 3,Terrifier 3,True,1
item_0079,Which film became the highest-grossing unrated film of all time in 2024?,Terrifier 3,Terrifier 3,True,5
item_0079,Which film became the highest-grossing unrated film of all time in 2024?,Terrifier 3,Terrifier 3,True,10
item_0079,Which film became the highest-grossing unrated film of all time in 2024?,Terrifier 3,I don't know.,False,15
item_0079,Which film became the highest-grossing unrated film of all time in 2024?,Terrifier 3,I don't know.,False,20
item_0079,Which film became the highest-grossing unrated film of all time in 2024?,Terrifier 3,I don't know.,False,25
item_0079,Which film became the highest-grossing unrated film of all time in 2024?,Terrifier 3,Terrifier 3,True,30
item_0080,Who directed the Palme d'Or winner at the 77th Cannes Film Festival?,Sean Baker,Sean Baker,True,1
item_0080,Who directed the Palme d'Or winner at the 77th Cannes Film Festival?,Sean Baker,Sean Baker,True,5
item_0080,Who directed the Palme d'Or winner at the 77th Cannes Film Festival?,Sean Baker,Sean Baker,True,10
item_0080,Who directed the Palme d'Or winner at the 77th Cannes Film Festival?,Sean Baker,Sean Baker,True,15
item_0080,Who directed the Palme d'Or winner at the 77th Cannes Film Festival?,Sean Baker,I don't know.,False,20
item_0080,Who directed the Palme d'Or winner at the 77th Cannes Film Festival?,Sean Baker,I don't know.,False,25
item_0080,Who directed the Palme d'Or winner at the 77th Cannes Film Festival?,Sean Baker,I don't know.,False,30
item_0081,What film won the Golden Lion at the 81st Venice International Film Festival?,The Room Next Door,"The Room Next Door, directed by Pedro Almodóvar, Spain",True,1
item_0081,What film won the Golden Lion at the 81st Venice International Film Festival?,The Room Next Door,The Room Next Door,True,5
item_0081,What film won the Golden Lion at the 81st Venice International Film Festival?,The Room Next Door,I don't know.,False,10
item_0081,What film won the Golden Lion at the 81st Venice International Film Festival?,The Room Next Door,The Room Next Door,True,15
item_0081,What film won the Golden Lion at the 81st Venice International Film Festival?,The Room Next Door,The Room Next Door,True,20
item_0081,What film won the Golden Lion at the 81st Venice International Film Festival?,The Room Next Door,I don't know.,False,25
item_0081,What film won the Golden Lion at the 81st Venice International Film Festival?,The Room Next Door,I don't know.,False,30
item_0082,What film won the People's Choice Award at the 49th Toronto International Film Festival?,The Life of Chuck,"The Life of Chuck, directed by Mike Flanagan, United States.",True,1
item_0082,What film won the People's Choice Award at the 49th Toronto International Film Festival?,The Life of Chuck,I don't know.,False,5
item_0082,What film won the People's Choice Award at the 49th Toronto International Film Festival?,The Life of Chuck,The Life of Chuck,True,10
item_0082,What film won the People's Choice Award at the 49th Toronto International Film Festival?,The Life of Chuck,I don't know.,False,15
item_0082,What film won the People's Choice Award at the 49th Toronto International Film Festival?,The Life of Chuck,I don't know.,False,20
item_0082,What film won the People's Choice Award at the 49th Toronto International Film Festival?,The Life of Chuck,I don't know.,False,25
item_0082,What film won the People's Choice Award at the 49th Toronto International Film Festival?,The Life of Chuck,The Life of Chuck,True,30
item_0083,Which animated film series became the first to gross $5 billion with a 2024 release?,Despicable Me,Despicable Me film franchise,True,1
item_0083,Which animated film series became the first to gross $5 billion with a 2024 release?,Despicable Me,Despicable Me film series,True,5
item_0083,Which animated film series became the first to gross $5 billion with a 2024 release?,Despicable Me,Despicable Me film franchise,True,10
